54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,16,,,,3,30,3,0,0,0,19,1,1.004514673,0.058889727,0.034,16,,,,3,30,3,0.445,12816,12.816,8,1,1.278781038,0.069282032,0.04,282,54l,12816,Standard Error,Tank Replicate,,0.241402798,0.002124057,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,16,,,,3,30,3,0,0,0,19,1,1.004514673,0.058889727,0.034,16,,,,3,30,3,0.445,30438,30.438,19,1,1.295711061,0.121243557,0.07,282,54l,30438,Standard Error,Tank Replicate,,0.254555114,0.004064267,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,24,,,,3,30,3,0,0,0,19,1,2.233634312,0.063566265,0.0367,24,,,,3,30,3,0.445,3204,3.204,2,1,2.132054176,0.121243557,0.07,283,54m,3204,Standard Error,Tank Replicate,,-0.046544078,0.001347918,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,24,,,,3,30,3,0,0,0,19,1,2.233634312,0.063566265,0.0367,24,,,,3,30,3,0.445,12816,12.816,8,1,2.24717833,0.329089653,0.19,283,54m,12816,Standard Error,Tank Replicate,,0.006045358,0.007418748,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,24,,,,3,30,3,0,0,0,19,1,2.233634312,0.063566265,0.0367,24,,,,3,30,3,0.445,30438,30.438,19,1,2.033860045,0.190525589,0.11,283,54m,30438,Standard Error,Tank Replicate,,-0.093694508,0.003195082,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,27,,,,3,30,3,0,0,0,19,1,2.287810384,0.103923048,0.06,27,,,,3,30,3,0.445,3204,3.204,2,1,2.301354402,0.138564065,0.08,284,54n,3204,Standard Error,Tank Replicate,,0.005902624,0.001896207,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,27,,,,3,30,3,0,0,0,19,1,2.287810384,0.103923048,0.06,27,,,,3,30,3,0.445,12816,12.816,8,1,2.528216704,0.069282032,0.04,284,54n,12816,Standard Error,Tank Replicate,,0.099918998,0.000938118,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,27,,,,3,30,3,0,0,0,19,1,2.287810384,0.103923048,0.06,27,,,,3,30,3,0.445,30438,30.438,19,1,2.430022573,0.069282032,0.04,284,54n,30438,Standard Error,Tank Replicate,,0.060305351,0.000958757,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,38,,,,3,30,3,0,0,0,19,1,2.94469526,0.692820323,0.4,38,,,,3,30,3,0.445,3204,3.204,2,1,2.619638826,0.08660254,0.05,285,54o,3204,Standard Error,Tank Replicate,,-0.116968879,0.018816121,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,38,,,,3,30,3,0,0,0,19,1,2.94469526,0.692820323,0.4,38,,,,3,30,3,0.445,12816,12.816,8,1,2.80248307,0.138564065,0.08,285,54o,12816,Standard Error,Tank Replicate,,-0.0494995,0.019266703,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD1 Gene Expression,Whole Body Homogenate,26,UVA,38,,,,3,30,3,0,0,0,19,1,2.94469526,0.692820323,0.4,38,,,,3,30,3,0.445,30438,30.438,19,1,3.174943567,0.225166605,0.13,285,54o,30438,Standard Error,Tank Replicate,,0.075284523,0.020128365,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,13,,,,3,30,3,0,0,0,19,1,1.478894472,0.017320508,0.01,13,,,,3,30,3,0.445,3204,3.204,2,1,1.580904523,0.08660254,0.05,286,54p,3204,Standard Error,Tank Replicate,,0.066702336,0.001046018,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,13,,,,3,30,3,0,0,0,19,1,1.478894472,0.017320508,0.01,13,,,,3,30,3,0.445,12816,12.816,8,1,1.559798995,0.041569219,0.024,286,54p,12816,Standard Error,Tank Replicate,,0.053262133,0.000282469,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,13,,,,3,30,3,0,0,0,19,1,1.478894472,0.017320508,0.01,13,,,,3,30,3,0.445,30438,30.438,19,1,1.802512563,0.103923048,0.06,286,54p,30438,Standard Error,Tank Replicate,,0.19788673,0.001153738,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,16,,,,3,30,3,0,0,0,19,1,1.000502513,0.034641016,0.02,16,,,,3,30,3,0.445,3204,3.204,2,1,1.032160804,0.039837169,0.023,287,54q,3204,Standard Error,Tank Replicate,,0.031152086,0.000896146,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,16,,,,3,30,3,0,0,0,19,1,1.000502513,0.034641016,0.02,16,,,,3,30,3,0.445,12816,12.816,8,1,1.070854271,0.031176915,0.018,287,54q,12816,Standard Error,Tank Replicate,,0.067954327,0.000682141,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,16,,,,3,30,3,0,0,0,19,1,1.000502513,0.034641016,0.02,16,,,,3,30,3,0.445,30438,30.438,19,1,1.070854271,0.157616623,0.091,287,54q,30438,Standard Error,Tank Replicate,,0.067954327,0.007621009,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,24,,,,3,30,3,0,0,0,19,1,1.436683417,0.010392305,0.006,24,,,,3,30,3,0.445,3204,3.204,2,1,1.433165829,0.067549981,0.039,288,54r,3204,Standard Error,Tank Replicate,,-0.002451411,0.000757961,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,24,,,,3,30,3,0,0,0,19,1,1.436683417,0.010392305,0.006,24,,,,3,30,3,0.445,12816,12.816,8,1,1.209798995,0.034121401,0.0197,288,54r,12816,Standard Error,Tank Replicate,,-0.171883049,0.0002826,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,24,,,,3,30,3,0,0,0,19,1,1.436683417,0.010392305,0.006,24,,,,3,30,3,0.445,30438,30.438,19,1,1.004020101,0.140296115,0.081,288,54r,30438,Standard Error,Tank Replicate,,-0.358325233,0.006526006,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,27,,,,3,30,3,0,0,0,19,1,1.383919598,0.017320508,0.01,27,,,,3,30,3,0.445,3204,3.204,2,1,1.348743719,0.069282032,0.04,289,54s,3204,Standard Error,Tank Replicate,,-0.025746181,0.000931764,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,27,,,,3,30,3,0,0,0,19,1,1.383919598,0.017320508,0.01,27,,,,3,30,3,0.445,12816,12.816,8,1,1.24321608,0.010392305,0.006,289,54s,12816,Standard Error,Tank Replicate,,-0.107218127,7.55051E-05,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,27,,,,3,30,3,0,0,0,19,1,1.383919598,0.017320508,0.01,27,,,,3,30,3,0.445,30438,30.438,19,1,1.169346734,0.041569219,0.024,289,54s,30438,Standard Error,Tank Replicate,,-0.168474516,0.000473459,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,38,,,,3,30,3,0,0,0,19,1,1.918592965,0.034641016,0.02,38,,,,3,30,3,0.445,3204,3.204,2,1,1.908040201,0.017320508,0.01,290,54t,3204,Standard Error,Tank Replicate,,-0.005515444,0.000136134,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,38,,,,3,30,3,0,0,0,19,1,1.918592965,0.034641016,0.02,38,,,,3,30,3,0.445,12816,12.816,8,1,1.763819095,0.048497423,0.028,290,54t,12816,Standard Error,Tank Replicate,,-0.084110688,0.00036067,Pasparakis et al (2019),
54,2019,Fish,Coryphaena hippurus,Coryphaena hippurus,Embryo,Wild,Wild,"Miami, Florida",25.7617,-80.1918,Subtropical,Aquatic,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD3 Gene Expression,Whole Body Homogenate,26,UVA,38,,,,3,30,3,0,0,0,19,1,1.918592965,0.034641016,0.02,38,,,,3,30,3,0.445,30438,30.438,19,1,1.934422111,0.273664028,0.158,290,54t,30438,Standard Error,Tank Replicate,,0.008216545,0.006779985,Pasparakis et al (2019),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVB,,,,,6,10,6,0,0,0,2,1,58.80681818,0.596439435,0.24349538,,,,,6,10,6,0.138888889,1000,1,2,1,30.39772727,0.263362868,0.10751744,291,55a,1000,Standard Error,Tank Replicate,,-0.659889959,2.96551E-05,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVB,,,,,6,10,6,0,0,0,2,1,58.80681818,0.596439435,0.24349538,,,,,6,10,6,0.347222222,2500,2.5,2,1,31.53409091,0.774596669,0.316227766,291,55a,2500,Standard Error,Tank Replicate,,-0.623188592,0.000117708,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVB,,,,,6,10,6,0,0,0,2,1,58.80681818,0.596439435,0.24349538,,,,,6,10,6,0.694444444,5000,5,2,1,36.93181818,0.596439435,0.24349538,291,55a,5000,Standard Error,Tank Replicate,,-0.465184343,6.06136E-05,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVB,,,,,6,10,6,0,0,0,2,15,51.13636364,0.356314468,0.145464772,,,,,6,10,6,0.138888889,1000,1,2,15,51.98863636,1.14640307,0.468017094,292,55b,1000,Standard Error,Tank Replicate,,0.016529302,8.91333E-05,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVB,,,,,6,10,6,0,0,0,2,15,51.13636364,0.356314468,0.145464772,,,,,6,10,6,0.347222222,2500,2.5,2,15,60.79545455,0.072994794,0.0298,292,55b,2500,Standard Error,Tank Replicate,,0.173019164,8.33227E-06,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVB,,,,,6,10,6,0,0,0,2,15,51.13636364,0.356314468,0.145464772,,,,,6,10,6,0.694444444,5000,5,2,15,39.77272727,0.216887067,0.088543774,292,55b,5000,Standard Error,Tank Replicate,,-0.251314428,1.30482E-05,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVA,,,,,6,10,6,0,0,0,2,1,58.73925501,0.604185402,0.246657657,,,,,6,10,6,6.944444444,50000,50,2,1,49.71346705,1.154149037,0.471179371,293,55c,50000,Standard Error,Tank Replicate,,-0.16683238,0.000107464,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVA,,,,,6,10,6,0,0,0,2,1,58.73925501,0.604185402,0.246657657,,,,,6,10,6,13.88888889,100000,100,2,1,49.57020057,0.952753903,0.388960152,293,55c,100000,Standard Error,Tank Replicate,,-0.169718385,7.92032E-05,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVA,,,,,6,10,6,0,0,0,2,1,58.73925501,0.604185402,0.246657657,,,,,6,10,6,34.72222222,250000,250,2,1,44.6991404,0.751358769,0.306740933,293,55c,250000,Standard Error,Tank Replicate,,-0.273153972,6.4725E-05,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVA,,,,,6,10,6,0,0,0,2,15,51.43266476,0.348568501,0.142302495,,,,,6,10,6,6.944444444,50000,50,2,15,56.4469914,0.12,0.037947332,294,55d,50000,Standard Error,Tank Replicate,,0.093028521,8.40826E-06,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVA,,,,,6,10,6,0,0,0,2,15,51.43266476,0.348568501,0.142302495,,,,,6,10,6,13.88888889,100000,100,2,15,53.29512894,1.35,0.426907484,294,55d,100000,Standard Error,Tank Replicate,,0.035571466,0.000114595,Peripolli dos santos et al (2018),
55,2018,Amphibian,Boana pulchella,Boana pulchella,Larva,Laboratory,Captive,Brazil,,,Tropical,Aquatic,Whole Animal Performance,Locomotion,Burst Swimming,Whole Animal,25,UVA,,,,,6,10,6,0,0,0,2,15,51.43266476,0.348568501,0.142302495,,,,,6,10,6,34.72222222,250000,250,2,15,65.04297994,1.21,0.382635597,294,55d,250000,Standard Error,Tank Replicate,,0.234774809,6.53342E-05,Peripolli dos santos et al (2018),
56,2015,Fish,Girella laevifrons,Girella laevifrons,Juvenile,Wild,Wild,"Quintay, Chile",-33.1868,-71.6854,Tropical,Aquatic,Whole Animal Performance,Behaviour,Sheltering Behaviour,Whole Animal,17.5,UVB,,,,3.91,,12,12,0,0,0,0.25,1,970.2258727,576.2533037,166.35,,,,3.91,,12,12,0.1115,100.35,0.10035,0.25,1,474.3326489,298.7787643,86.25,295,56a,100.35,Standard Error,Individual,,-0.715620036,0.062460544,Pulgar et al (2015),
56,2015,Fish,Girella laevifrons,Girella laevifrons,Juvenile,Wild,Wild,"Quintay, Chile",-33.1868,-71.6854,Tropical,Aquatic,Whole Animal Performance,Behaviour,Sheltering Behaviour,Whole Animal,17.5,UVB,,,,3.91,,12,12,0,0,0,0.25,1,120.1232033,277.4398984,80.09,,,,3.91,,12,12,0.1115,100.35,0.10035,0.25,1,474.3326489,298.7787643,86.25,295,56b,100.35,Standard Error,Individual,,1.373390956,0.477595497,Pulgar et al (2015),
56,2015,Fish,Graus nigra,Graus nigra,Juvenile,Wild,Wild,"Quintay, Chile",-33.1868,-71.6854,Subtropical,Aquatic,Whole Animal Performance,Behaviour,Sheltering Behaviour,Whole Animal,17.5,UVB,,,,4.89,,10,10,0,0,0,0.25,1,1149.425287,557.5095515,176.3,,,,4.89,,12,12,0.1115,100.35,0.10035,0.25,1,275.862069,302.9145771,95.79,296,56c,100.35,Standard Error,Individual,,-1.427116355,0.124004689,Pulgar et al (2015),
56,2015,Fish,Graus nigra,Graus nigra,Juvenile,Wild,Wild,"Quintay, Chile",-33.1868,-71.6854,Subtropical,Aquatic,Whole Animal Performance,Behaviour,Sheltering Behaviour,Whole Animal,17.5,UVB,,,,4.89,,10,10,0,0,0,0.25,1,352.4904215,254.4368605,80.46,,,,4.89,,12,12,0.1115,100.35,0.10035,0.25,1,275.862069,302.9145771,95.79,296,56d,100.35,Standard Error,Individual,,-0.245122458,0.15258228,Pulgar et al (2015),
57,2017,Fish,Girella laevifrons,Girella laevifrons,Juvenile,Wild,Wild,"Isla Negra, Chile",-33.4422,-71.6852,Tropical,Aquatic,Tissue/Organ System,Energy Metabolism,Routine Metabolic Rate,Whole Animal,18,UVB,,,11.33,,,18,18,0,0,0,,7,0.003308219,0.001994041,0.00047,,,14.17,,,18,18,0.3,5400,37.8,5,7,0.004643836,0.001866762,0.00044,297,57e,5400,Standard Error,Individual,,0.339130771,0.029161419,Pulgar et al (2017),
58,2014,Reptile,Psammodromus algirus,Psammodromus algirus,Adult,Wild,Wild,Sierra Nevada,37.0924,-3.1621,Subtropical,Terrestrial,Gene and Cellular Processes,Oxidative Stress Response/Defense,CAT Activity,Local Tissue Samples,25,UVB,,,,,10,1,10,,,,,,6.35,1.992234926,0.63,,,,,9,1,9,,,,,,5.33,1.41,0.47,299,58a,,Standard Error,Individual,,-0.175103575,0.017618872,Reguera et al (2014),
58,2014,Reptile,Psammodromus algirus,Psammodromus algirus,Adult,Wild,Wild,Sierra Nevada,37.0924,-3.1621,Subtropical,Terrestrial,Gene and Cellular Processes,Oxidative Stress Response/Defense,DT-diaphorase,Local Tissue Samples,25,UVB,,,,,10,1,10,,,,,,72.19,31.55953105,9.98,,,,,9,1,9,,,,,,71.17,21.78,7.26,304,58b,,Standard Error,Individual,,-0.014230151,0.02951793,Reguera et al (2014),
58,2014,Reptile,Psammodromus algirus,Psammodromus algirus,Adult,Wild,Wild,Sierra Nevada,37.0924,-3.1621,Subtropical,Terrestrial,Gene and Cellular Processes,Oxidative Stress Response/Defense,Glutathione disulfide reductase,Local Tissue Samples,25,UVB,,,,,10,1,10,,,,,,12.44,3.541750979,1.12,,,,,9,1,9,,,,,,9.92,1.74,0.58,302,58c,,Standard Error,Individual,,-0.226364166,0.011524266,Reguera et al (2014),
58,2014,Reptile,Psammodromus algirus,Psammodromus algirus,Adult,Wild,Wild,Sierra Nevada,37.0924,-3.1621,Subtropical,Terrestrial,Gene and Cellular Processes,Oxidative Stress Response/Defense,Glutathione Peroxidase,Local Tissue Samples,25,UVB,,,,,10,1,10,,,,,,4.25,2.087103256,0.66,,,,,9,1,9,,,,,,3.53,1.59,0.53,301,58d,,Standard Error,Individual,,-0.185621112,0.046658776,Reguera et al (2014),
58,2014,Reptile,Psammodromus algirus,Psammodromus algirus,Adult,Wild,Wild,Sierra Nevada,37.0924,-3.1621,Subtropical,Terrestrial,Gene and Cellular Processes,Oxidative Stress Response/Defense,Glutathione Transferase,Local Tissue Samples,25,UVB,,,,,10,1,10,,,,,,28.54,7.779203044,2.46,,,,,9,1,9,,,,,,35.48,8.82,2.94,303,58e,,Standard Error,Individual,,0.217662545,0.01429592,Reguera et al (2014),
58,2014,Reptile,Psammodromus algirus,Psammodromus algirus,Adult,Wild,Wild,Sierra Nevada,37.0924,-3.1621,Subtropical,Terrestrial,Gene and Cellular Processes,Oxidative Damage,Malondialdehyde,Local Tissue Samples,25,UVB,,,,,10,1,10,,,,,,423.04,263.1963697,83.23,,,,,9,1,9,,,,,,140.96,152.22,50.74,298,58f,,Standard Error,Individual,yes,1.098990575,0.168279058,Reguera et al (2014),
58,2014,Reptile,Psammodromus algirus,Psammodromus algirus,Adult,Wild,Wild,Sierra Nevada,37.0924,-3.1621,Subtropical,Terrestrial,Gene and Cellular Processes,Oxidative Stress Response/Defense,SOD Activity,Local Tissue Samples,25,UVB,,,,,10,1,10,,,,,,42.79,14.89432778,4.71,,,,,9,1,9,,,,,,42.27,7.35,2.45,300,58g,,Standard Error,Individual,,-0.012226816,0.01547539,Reguera et al (2014),
59,2009,Amphibian,Rana cascadae,Rana cascadae,Larva,Wild,Wild,"Linn County, Oregon",44.41,-122.534,Temperate,Aquatic,Whole Animal Performance,Growth,Final Mass,Whole Animal,15,UVB,,,,,5,150,5,0,0,0,10,11,52.93453725,3.532987404,1.58,,,,,5,150,5,,,,10,11,38.87133183,4.94171023,2.21,305,59a,,Standard Error,Tank Replicate,,-0.308798996,0.004123319,Romansic et al (2009),Not clear methods
60,2019,Fish,Amphiprion clarkii,Amphiprion clarkii,Adult,Commercial breeder,Captive,Korea,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Damage,alanine aminotransferase,Blood Plasma,27,UVA,,,2.1,5.2,3,9,3,0,0,0,0,0,87.05882353,9.42,3.14,,,2.1,5.2,3,9,3,0.2,8.6,8.64,0.011944444,1,89.41176471,11.76,3.92,312,60a,8.6,Standard Error,Experimental Replicate,yes,-0.026668247,0.009668999,Ryu et al (2019),
60,2019,Fish,Amphiprion clarkii,Amphiprion clarkii,Adult,Commercial breeder,Captive,Korea,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Damage,alanine aminotransferase,Blood Plasma,27,UVA,,,2.1,5.2,3,9,3,0,0,0,0,0,87.05882353,9.42,3.14,,,2.1,5.2,3,9,3,0.4,17.28,17.28,0.012,1,92.54901961,16.47,5.49,312,60a,17.28,Standard Error,Experimental Replicate,yes,-0.061154423,0.014459165,Ryu et al (2019),
60,2019,Fish,Amphiprion clarkii,Amphiprion clarkii,Adult,Commercial breeder,Captive,Korea,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Damage,alanine aminotransferase,Blood Plasma,27,UVA,,,2.1,5.2,3,9,3,0,0,0,0,0,87.05882353,9.42,3.14,,,2.1,5.2,3,9,3,0.2,8.6,25.92,0.011944444,3,112.1568627,11.76,3.92,312,60a,8.6,Standard Error,Experimental Replicate,yes,-0.253314429,0.007567336,Ryu et al (2019),
60,2019,Fish,Amphiprion clarkii,Amphiprion clarkii,Adult,Commercial breeder,Captive,Korea,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Damage,alanine aminotransferase,Blood Plasma,27,UVA,,,2.1,5.2,3,9,3,0,0,0,0,0,87.05882353,9.42,3.14,,,2.1,5.2,3,9,3,0.4,17.28,51.84,0.012,3,118.8235294,21.18,7.06,312,60a,17.28,Standard Error,Experimental Replicate,yes,-0.311055424,0.014493335,Ryu et al (2019),
60,2019,Fish,Amphiprion clarkii,Amphiprion clarkii,Adult,Commercial breeder,Captive,Korea,,,Tropical,Aquatic,Gene and Cellular Processes,Oxidative Damage,alanine aminotransferase,Blood Plasma,27,UVA,,,2.1,5.2,3,9,3,0,0,0,0,0,87.05882353,9.42,3.14,,,2.1,5.2,3,9,3,0.2,8.6,60.48,0.011944444,7,151.372549,18.84,6.28,312,60a,8.6,Standard Error,Experimental Replicate,yes,-0.553159987,0.009066133,Ryu et al (2019),
